Key,Student_ID,Question_ID,Source_Data,Chosen_Option,Reasoning_ID,Reasoning,Score
Pulley9-10-148_q3a,Pulley9-10-148,q3a,Pulley_Post_Y2,2,q3b,because of the fact that the pully can move so you don't have todo as much work.,0
Pulley9-10-148_q3c,Pulley9-10-148,q3c,Pulley_Post_Y2,4,q3d,there is no expalation of what your asking,0
Pulley9-10-148_q4,Pulley9-10-148,q4,Pulley_Post_Y2,1,q4a,because the oil will help the pully slide better,1
Pulley9-10-148_q7a1,Pulley9-10-148,q7a1,Pulley_Post_Y2,3,q7a2,becuse the pully is just moveing and in this case that would not help you,0
Pulley9-10-148_q7b1,Pulley9-10-148,q7b1,Pulley_Post_Y2,3,q7b2,because you are not changing the height.,3
Pulley9-10-148_q9,Pulley9-10-148,q9,Pulley_Post_Y2,3,q9a,they are just using different pulys.,1
Pulley9-10-148_q10,Pulley9-10-148,q10,Pulley_Post_Y2,3,q10a,they all will use the same amount of work.,0
Pulley9-10-148_q11,Pulley9-10-148,q11,Pulley_Post_Y2,2,q11a,because he is lifting it higher.,1
Pulley9-10-148_q13,Pulley9-10-148,q13,Pulley_Post_Y2,4,q13a,because there  is more pully there is less muchal power you have to do,1
Pulley9-10-148_q14,Pulley9-10-148,q14,Pulley_Post_Y2,2,q14a,because there is more pullys ,0
Pulley9-10-147_q3a,Pulley9-10-147,q3a,Pulley_Post_Y2,3,q3b,it is still a single pulley so it will take the same amount of distance pulled as the single fixed pulley,0
Pulley9-10-147_q3c,Pulley9-10-147,q3c,Pulley_Post_Y2,2,q3d,a single fixed pulley makes work easier and does not reduce force. A single movable pulley makes work easier and reduces amount of force needed,1
Pulley9-10-147_q4,Pulley9-10-147,q4,Pulley_Post_Y2,1,q4a,a smooth moving pulley will require the least amount of force compared to a rusted pulley because the rusted pulley would get stuck and you would have to pull harder.,1
Pulley9-10-147_q7a1,Pulley9-10-147,q7a1,Pulley_Post_Y2,2,q7a2,a fixed pulley only makes work easier but the movable pulley reduces force as well,1
Pulley9-10-147_q7b1,Pulley9-10-147,q7b1,Pulley_Post_Y2,3,q7b2,work stays the same in the ideal inviroment,1
Pulley9-10-147_q9,Pulley9-10-147,q9,Pulley_Post_Y2,3,q9a,work doesn't change with no friction,1
Pulley9-10-147_q10,Pulley9-10-147,q10,Pulley_Post_Y2,3,q10a,"the work would not change between the pullies, only the amount of force need to do the work",0
Pulley9-10-147_q11,Pulley9-10-147,q11,Pulley_Post_Y2,2,q11a,he did more work when lifting the box up to 2m because  work = force * distance and the force and distance changed,2
Pulley9-10-147_q13,Pulley9-10-147,q13,Pulley_Post_Y2,4,q13a,the string has to go around more pullies and that adds MA,1
Pulley9-10-147_q14,Pulley9-10-147,q14,Pulley_Post_Y2,2,q14a,the string has to go around more pullies and that adds MA,0
Pulley9-10-146_q3a,Pulley9-10-146,q3a,Pulley_Post_Y2,1,q3b,You would need a longer string and the distance that you pull the string will decrease.,0
Pulley9-10-146_q3c,Pulley9-10-146,q3c,Pulley_Post_Y2,2,q3d,Because you wont have to pull the string as far as a distance and when distance goes down force goes down.,0
Pulley9-10-146_q4,Pulley9-10-146,q4,Pulley_Post_Y2,1,q4a,Because the string will glide through the crease of the pulley and wont get caught on the pully. And it will cause less force because you dont have to pull as hard with a well oiled pulley.,1
Pulley9-10-146_q7a1,Pulley9-10-146,q7a1,Pulley_Post_Y2,2,q7a2,Because you dont have to pull the string as hard and the distance would decrease.,1
Pulley9-10-146_q7b1,Pulley9-10-146,q7b1,Pulley_Post_Y2,3,q7b2,Work always stays the same no matter what.,1
Pulley9-10-146_q9,Pulley9-10-146,q9,Pulley_Post_Y2,3,q9a,Work always stays the same no matter what.,1
Pulley9-10-146_q10,Pulley9-10-146,q10,Pulley_Post_Y2,3,q10a,Work always stays the same no matter what.,0
Pulley9-10-146_q11,Pulley9-10-146,q11,Pulley_Post_Y2,3,q11a,Work always stays the same.,0
Pulley9-10-146_q13,Pulley9-10-146,q13,Pulley_Post_Y2,4,q13a,Because when force goes down ma goes up.,1
Pulley9-10-146_q14,Pulley9-10-146,q14,Pulley_Post_Y2,2,q14a,Because you use less applied force when using pulley set up B. And less force = larger ma.,0
Pulley9-10-145_q3a,Pulley9-10-145,q3a,Pulley_Post_Y2,1,q3b,there is less force with a single movable pulley so the distance must go up. ,2
Pulley9-10-145_q3c,Pulley9-10-145,q3c,Pulley_Post_Y2,2,q3d,there's more distance in a single moveable pulley so the force goes down.,2
Pulley9-10-145_q4,Pulley9-10-145,q4,Pulley_Post_Y2,1,q4a,a well oiled pulley would have less friction making less force.,2
Pulley9-10-145_q7a1,Pulley9-10-145,q7a1,Pulley_Post_Y2,2,q7a2,more distance so less force in a moveable pulley.,2
Pulley9-10-145_q7b1,Pulley9-10-145,q7b1,Pulley_Post_Y2,3,q7b2,forcexdistance=work  if force is going up and distance is going down work stays the same. ,2
Pulley9-10-145_q9,Pulley9-10-145,q9,Pulley_Post_Y2,3,q9a,jane is using less distance but more force and mary is using less force but more distance. ,2
Pulley9-10-145_q10,Pulley9-10-145,q10,Pulley_Post_Y2,2,q10a,a rusty pulley will have more friction making you use more force; and your distance is staying the same so your doing more work with a rusty pulley. ,2
Pulley9-10-145_q11,Pulley9-10-145,q11,Pulley_Post_Y2,2,q11a,the force is the same for both the boxes but hes pullling aa longer distance for box two. ,2
Pulley9-10-145_q13,Pulley9-10-145,q13,Pulley_Post_Y2,4,q13a,ma = force / length ,0
Pulley9-10-145_q14,Pulley9-10-145,q14,Pulley_Post_Y2,2,q14a,longer distance ,0
Pulley9-10-144_q3a,Pulley9-10-144,q3a,Pulley_Post_Y2,4,q3b,Dont know how long the distance is the tree house is from the ground.,0
Pulley9-10-144_q3c,Pulley9-10-144,q3c,Pulley_Post_Y2,4,q3d,again not enough information because you dont know the distance so you wont know how much force you need to apply because the tree house could be far from the ground or short from the ground,0
Pulley9-10-144_q4,Pulley9-10-144,q4,Pulley_Post_Y2,1,q4a,If you use a rusty pulley it would require more force because it is rough so it wouldnt go as smooth as the well oiled pulley,1
Pulley9-10-144_q7a1,Pulley9-10-144,q7a1,Pulley_Post_Y2,4,q7a2,Dont know the distance from the tree house to the ground.,0
Pulley9-10-144_q7b1,Pulley9-10-144,q7b1,Pulley_Post_Y2,4,q7b2,Because you dont know the force because you dont know the distance the tree house is to the ground.,0
Pulley9-10-144_q9,Pulley9-10-144,q9,Pulley_Post_Y2,1,q9a,Jane is doing more work because she is lifting the load straight u from the ground so she has to use all of her force. Mary does less work because she is using a pulley which requires less force which is less work.,0
Pulley9-10-144_q10,Pulley9-10-144,q10,Pulley_Post_Y2,2,q10a,a rusty pulley has more work because it is tougher for the load to move if it is rusty. A well-oiled would require less.,1
Pulley9-10-144_q11,Pulley9-10-144,q11,Pulley_Post_Y2,2,q11a,2 meters is higher than 1 meter which requires more force that requires more work.,1
Pulley9-10-144_q13,Pulley9-10-144,q13,Pulley_Post_Y2,4,q13a,I dont really know we just researched it so that is my answer. Guess ,1
Pulley9-10-144_q14,Pulley9-10-144,q14,Pulley_Post_Y2,4,q14a,Doesn't  have enoiugh information because it doesnt tell me the distance the object moved and the distance the string was pulled to move the load.,0
Pulley9-10-143_q3a,Pulley9-10-143,q3a,Pulley_Post_Y2,4,q3b,"It depends on how high the tree house is, so that it will either decrease or increase.",0
Pulley9-10-143_q3c,Pulley9-10-143,q3c,Pulley_Post_Y2,2,q3d,When using a single moveable pulley it takes less Applied Force to lift a watermelon to the height you wish to pull it.,1
Pulley9-10-143_q4,Pulley9-10-143,q4,Pulley_Post_Y2,1,q4a,If you have a pulley that isn't oiled very well it won't move as easy as the well oiled pulley.,1
Pulley9-10-143_q7a1,Pulley9-10-143,q7a1,Pulley_Post_Y2,2,q7a2,Wiht a single moveable pulley it takes Less Applied Force to lift the watermelon to your tree-house.,1
Pulley9-10-143_q7b1,Pulley9-10-143,q7b1,Pulley_Post_Y2,2,q7b2,The work would decrease because single moveable pulley is easier than using a single fixed pulley.,0
Pulley9-10-143_q9,Pulley9-10-143,q9,Pulley_Post_Y2,1,q9a,Lifting a box to the height of one meter is harder than using a pulley to lift it up. You use more Applied Force to lift a box straight up then you do when you use a pulley.,0
Pulley9-10-143_q10,Pulley9-10-143,q10,Pulley_Post_Y2,1,q10a,When using a well oiled pulley it would be easier to lift an object to the destination you want. It would be harder to lift an object to the destination you want with a rusty pulley that needs to be oiled.,1
Pulley9-10-143_q11,Pulley9-10-143,q11,Pulley_Post_Y2,2,q11a,"When you lift an object to one meter then lift the same object to the height of two meters, you're doing more work and you're using more Applied Force.",1
Pulley9-10-143_q13,Pulley9-10-143,q13,Pulley_Post_Y2,4,q13a,"Mechanical Advantage in this question is how much the pulley works for you, not you working for the pulley.",0
Pulley9-10-143_q14,Pulley9-10-143,q14,Pulley_Post_Y2,2,q14a,"Pulley set-up B has more mechanical advantage because it's doing more work for you, and you are doing much more work for the pulley than you really should be.",0
Pulley9-10-142_q3a,Pulley9-10-142,q3a,Pulley_Post_Y2,1,q3b,the distance is how far do you move the string,0
Pulley9-10-142_q3c,Pulley9-10-142,q3c,Pulley_Post_Y2,2,q3d,how much force it takes for you to move that object,0
Pulley9-10-142_q4,Pulley9-10-142,q4,Pulley_Post_Y2,1,q4a,"if you had a well oilied pulley the force, which is how much effort the lifter needs to move the object",0
Pulley9-10-142_q7a1,Pulley9-10-142,q7a1,Pulley_Post_Y2,2,q7a2,the distance is how far do you move the string,0
Pulley9-10-142_q7b1,Pulley9-10-142,q7b1,Pulley_Post_Y2,1,q7b2,the work is how long it takes to move the object,0
Pulley9-10-142_q9,Pulley9-10-142,q9,Pulley_Post_Y2,1,q9a,distance object moved devided by dist pulled,0
Pulley9-10-142_q10,Pulley9-10-142,q10,Pulley_Post_Y2,2,q10a,the pulley won't move,1
Pulley9-10-142_q11,Pulley9-10-142,q11,Pulley_Post_Y2,3,q11a,how long it takes to move the object,0
Pulley9-10-142_q13,Pulley9-10-142,q13,Pulley_Post_Y2,4,q13a,the more pullies the more ma,1
Pulley9-10-142_q14,Pulley9-10-142,q14,Pulley_Post_Y2,2,q14a,the more pullies the more ma,0
Pulley9-10-141_q3a,Pulley9-10-141,q3a,Pulley_Post_Y2,1,q3b,MA=applied force divided by distance pulled.  a single movable has more ma so it must have a greater distance.,2
Pulley9-10-141_q3c,Pulley9-10-141,q3c,Pulley_Post_Y2,2,q3d,a movable has less AF than a single fixed.,1
Pulley9-10-141_q4,Pulley9-10-141,q4,Pulley_Post_Y2,1,q4a,this will have less friction so therfore less AF,2
Pulley9-10-141_q7a1,Pulley9-10-141,q7a1,Pulley_Post_Y2,2,q7a2,a single movable pulley has less AF than a single fixed because it has more supporting strands.,2
Pulley9-10-141_q7b1,Pulley9-10-141,q7b1,Pulley_Post_Y2,2,q7b2,the movable has more supporting strands,0
Pulley9-10-141_q9,Pulley9-10-141,q9,Pulley_Post_Y2,1,q9a,jane is lifting it straight up the work is greater,0
Pulley9-10-141_q10,Pulley9-10-141,q10,Pulley_Post_Y2,2,q10a,it is rusty therfore more work is required,1
Pulley9-10-141_q11,Pulley9-10-141,q11,Pulley_Post_Y2,2,q11a,he lifted it higher so he did more work,1
Pulley9-10-141_q13,Pulley9-10-141,q13,Pulley_Post_Y2,4,q13a,it has the least AF so it has the most MA,1
Pulley9-10-141_q14,Pulley9-10-141,q14,Pulley_Post_Y2,2,q14a,since they both have the same # of supporting strands MA is the same.,2
Pulley9-10-140_q3a,Pulley9-10-140,q3a,Pulley_Post_Y2,3,q3b,you have to just pull up,0
Pulley9-10-140_q3c,Pulley9-10-140,q3c,Pulley_Post_Y2,1,q3d,you are pulling up ,0
Pulley9-10-140_q4,Pulley9-10-140,q4,Pulley_Post_Y2,1,q4a,not as much as a hard time,1
Pulley9-10-140_q7a1,Pulley9-10-140,q7a1,Pulley_Post_Y2,1,q7a2,you have to pull up,0
Pulley9-10-140_q7b1,Pulley9-10-140,q7b1,Pulley_Post_Y2,1,q7b2,?,0
Pulley9-10-140_q9,Pulley9-10-140,q9,Pulley_Post_Y2,2,q9a,pulling all of the string thrugh all the pullys,0
Pulley9-10-140_q10,Pulley9-10-140,q10,Pulley_Post_Y2,4,q10a,?,0
Pulley9-10-140_q11,Pulley9-10-140,q11,Pulley_Post_Y2,3,q11a,they are the same,0
Pulley9-10-140_q13,Pulley9-10-140,q13,Pulley_Post_Y2,1,q13a,it does not have to go through all the other pullys,0
Pulley9-10-140_q14,Pulley9-10-140,q14,Pulley_Post_Y2,2,q14a,?,0
Pulley9-10-14_q3a,Pulley9-10-14,q3a,Pulley_Post_Y2,1,q3b,because when you have a movable pulley you will need to pull more,1
Pulley9-10-14_q3c,Pulley9-10-14,q3c,Pulley_Post_Y2,1,q3d,because the force will get higher because it will take more energy.,0
Pulley9-10-14_q4,Pulley9-10-14,q4,Pulley_Post_Y2,1,q4a,because it won't have as much friction when its well oiled rather than if it was rusty and needed to be oiled.,2
Pulley9-10-14_q7a1,Pulley9-10-14,q7a1,Pulley_Post_Y2,1,q7a2,because the force to lift the load would be higher.,0
Pulley9-10-14_q7b1,Pulley9-10-14,q7b1,Pulley_Post_Y2,1,q7b2,0,0
Pulley9-10-14_q9,Pulley9-10-14,q9,Pulley_Post_Y2,3,q9a,because even though jane is using more force both mary and jane are using the same amount of work.,1
Pulley9-10-14_q10,Pulley9-10-14,q10,Pulley_Post_Y2,1,q10a,because there will be less friction with the well oiled pulley rather than the rusty need to be oiled pulley which means the force will be less and that means the work will be less.,2
Pulley9-10-14_q11,Pulley9-10-14,q11,Pulley_Post_Y2,2,q11a,because he is moving the box over a larger and greater distance than what he did the first time and if the distance object is pulled goes up the work will also go up.,1
Pulley9-10-14_q13,Pulley9-10-14,q13,Pulley_Post_Y2,4,q13a,because the double compound pulley will make it easier which means the ma will go up.,1
Pulley9-10-14_q14,Pulley9-10-14,q14,Pulley_Post_Y2,2,q14a,because you will have less applied force which means your ma will be higher.,0
Pulley9-10-139_q3a,Pulley9-10-139,q3a,Pulley_Post_Y2,3,q3b,If you use one pulley one way and another another way... then you would stll be taking it the same distance and pulling the same distance!,0
Pulley9-10-139_q3c,Pulley9-10-139,q3c,Pulley_Post_Y2,2,q3d,Useing a pulley almost always reduces force rather than lifting it by hand.,1
Pulley9-10-139_q4,Pulley9-10-139,q4,Pulley_Post_Y2,1,q4a,There would be less friction with a well oiled pulley rather than a rusty one!,2
Pulley9-10-139_q7a1,Pulley9-10-139,q7a1,Pulley_Post_Y2,3,q7a2,One moveable is the same thing as using one fixed it just takes a little longer because there is more string to pull with a movable.,0
Pulley9-10-139_q7b1,Pulley9-10-139,q7b1,Pulley_Post_Y2,3,q7b2,It is the same amount because it is the same amount of force and the same amount of distance to lift it.,0
Pulley9-10-139_q9,Pulley9-10-139,q9,Pulley_Post_Y2,1,q9a,Jane is doing more work because she is using more force witch makes the work go up!,0
Pulley9-10-139_q10,Pulley9-10-139,q10,Pulley_Post_Y2,2,q10a,It has more FRICTION!,2
Pulley9-10-139_q11,Pulley9-10-139,q11,Pulley_Post_Y2,2,q11a,With two because there was a bigger distance...w=fd,2
Pulley9-10-139_q13,Pulley9-10-139,q13,Pulley_Post_Y2,4,q13a,The more pulleys the less force there is so you get more MA with less force!,1
Pulley9-10-139_q14,Pulley9-10-139,q14,Pulley_Post_Y2,3,q14a,Useing pulley set up B is the same as one big pulley.,2
Pulley9-10-138_q3a,Pulley9-10-138,q3a,Pulley_Post_Y2,1,q3b,when you use a movable pully you have to pull twice as far but you reduce the force half. ,2
Pulley9-10-138_q3c,Pulley9-10-138,q3c,Pulley_Post_Y2,2,q3d,when you sue a movable pully you use less applied force becouse it is spredding te load through the whole line. ,2
Pulley9-10-138_q4,Pulley9-10-138,q4,Pulley_Post_Y2,1,q4a,if it is oily then there is less friction. friction makes it harder to pull and it will require  more applied force.,2
Pulley9-10-138_q7a1,Pulley9-10-138,q7a1,Pulley_Post_Y2,2,q7a2,when you use a compund pully the pullys are doing all the work holding up the load so you dont have to aply much force. ,1
Pulley9-10-138_q7b1,Pulley9-10-138,q7b1,Pulley_Post_Y2,3,q7b2,2,2
Pulley9-10-138_q9,Pulley9-10-138,q9,Pulley_Post_Y2,3,q9a,it takes more foce to lift it by hand but wen yoku use a compund pully it takes less force so it evens out.,1
Pulley9-10-138_q10,Pulley9-10-138,q10,Pulley_Post_Y2,3,q10a,there the same pully,0
Pulley9-10-138_q11,Pulley9-10-138,q11,Pulley_Post_Y2,2,q11a,he had to pull it twice as far so he had to fdo double the work.,1
Pulley9-10-138_q13,Pulley9-10-138,q13,Pulley_Post_Y2,4,q13a,for every pully you have in a compund set up after a single compound. the mechanical advantige will be the same as the amount of pullys,1
Pulley9-10-138_q14,Pulley9-10-138,q14,Pulley_Post_Y2,3,q14a,fixxed pullys dont reduce force. so they have a mechanical advantige of 1. so 1*1=1,1
Pulley9-10-137_q3a,Pulley9-10-137,q3a,Pulley_Post_Y2,1,q3b,because the distanced pulled would increase because the more applied force themore friction it would need!,1
Pulley9-10-137_q3c,Pulley9-10-137,q3c,Pulley_Post_Y2,2,q3d,it would decrease because the more friction it would need! and the work imput andf output,1
Pulley9-10-137_q4,Pulley9-10-137,q4,Pulley_Post_Y2,4,q4a,not enough information to decide for me sorry :(,0
Pulley9-10-137_q7a1,Pulley9-10-137,q7a1,Pulley_Post_Y2,1,q7a2,well it would need to have more higher imput and output on the work. so the ap would increase.,0
Pulley9-10-137_q7b1,Pulley9-10-137,q7b1,Pulley_Post_Y2,3,q7b2,because the work would have to have the same results and would have a higher applied force,1
Pulley9-10-137_q9,Pulley9-10-137,q9,Pulley_Post_Y2,2,q9a,because the work would be alot higher than Janes sothan marry would have to pull the string alot higher than jane does,0
Pulley9-10-137_q10,Pulley9-10-137,q10,Pulley_Post_Y2,4,q10a,i dont know not enough info,0
Pulley9-10-137_q11,Pulley9-10-137,q11,Pulley_Post_Y2,1,q11a,because he wouldnt have to do as much work as if he lifted it 2m.,0
Pulley9-10-137_q13,Pulley9-10-137,q13,Pulley_Post_Y2,4,q13a,because the pulley would need more WORK,0
Pulley9-10-137_q14,Pulley9-10-137,q14,Pulley_Post_Y2,2,q14a,becausew it is a duble sized pulley,0
Pulley9-10-136_q3a,Pulley9-10-136,q3a,Pulley_Post_Y2,3,q3b,distance pulled whould not change because it is very simular.,0
Pulley9-10-136_q3c,Pulley9-10-136,q3c,Pulley_Post_Y2,3,q3d,applied force whould not change because it is very simular.,0
Pulley9-10-136_q4,Pulley9-10-136,q4,Pulley_Post_Y2,1,q4a,"Oil makes things slick and eaisier to move, if it is rusty it will move in small sections at a time like ""CREAK!... CREAK!... CREAK!...CREAK!""",1
Pulley9-10-136_q7a1,Pulley9-10-136,q7a1,Pulley_Post_Y2,3,q7a2,applied force whould not change because it is very simular.,0
Pulley9-10-136_q7b1,Pulley9-10-136,q7b1,Pulley_Post_Y2,3,q7b2,work whould not change because it is very simular.,1
Pulley9-10-136_q9,Pulley9-10-136,q9,Pulley_Post_Y2,1,q9a,Using a single fixed/ movable puly is less work than lifting it strait up.,0
Pulley9-10-136_q10,Pulley9-10-136,q10,Pulley_Post_Y2,1,q10a,"Oil makes things slick and eaisier to move, if it is rusty it will move in small sections at a time like ""CREAK!... CREAK!... CREAK!...CREAK!""",1
Pulley9-10-136_q11,Pulley9-10-136,q11,Pulley_Post_Y2,3,q11a,It would not change beacause it is the same.,0
Pulley9-10-136_q13,Pulley9-10-136,q13,Pulley_Post_Y2,4,q13a,"It would be 9,000,000,000 MA!!!!!(kidding)",0
Pulley9-10-136_q14,Pulley9-10-136,q14,Pulley_Post_Y2,1,q14a,One of my experements showed it.,0
Pulley9-10-135_q3a,Pulley9-10-135,q3a,Pulley_Post_Y2,3,q3b,it will stay the same because you are sitll pulling it up to the tree haouse that stayed the same height.,0
Pulley9-10-135_q3c,Pulley9-10-135,q3c,Pulley_Post_Y2,2,q3d,it would decrease because the fixed pulley makes the force stay the same and the movable makes the movable easyrter.,1
Pulley9-10-135_q4,Pulley9-10-135,q4,Pulley_Post_Y2,3,q4a,it will stay the same because if it is a well oiled pulley the string will fall off but if it is a rusty pully the sting will not be able to move and it will be a lot harder.,0
Pulley9-10-135_q7a1,Pulley9-10-135,q7a1,Pulley_Post_Y2,3,q7a2,it would stay the same because on the movable pully the pully is going with the string and on the fixed pully the pullty is staying in place.   ,0
Pulley9-10-135_q7b1,Pulley9-10-135,q7b1,Pulley_Post_Y2,2,q7b2,the work would decrease because the because fix pully makes the force and work and the movable makes the work and force easyer. ,0
Pulley9-10-135_q9,Pulley9-10-135,q9,Pulley_Post_Y2,4,q9a,it depends on what type of pully becasue the fixed keeps the force and work the same.,0
Pulley9-10-135_q10,Pulley9-10-135,q10,Pulley_Post_Y2,3,q10a,they will both require the same amount of work because the fixed pully keeps the force and the work the same.,0
Pulley9-10-135_q11,Pulley9-10-135,q11,Pulley_Post_Y2,2,q11a,it is a taller distance,1
Pulley9-10-135_q13,Pulley9-10-135,q13,Pulley_Post_Y2,4,q13a,it is a bigger pully so it is easyer ,0
Pulley9-10-135_q14,Pulley9-10-135,q14,Pulley_Post_Y2,2,q14a,it is divieding up the wieght so the MA is bigger,0
Pulley9-10-134_q3a,Pulley9-10-134,q3a,Pulley_Post_Y2,2,q3b,if you ignore friction work stays the same so distance would decrease ,0
Pulley9-10-134_q3c,Pulley9-10-134,q3c,Pulley_Post_Y2,1,q3d,"no matter how much force you put into it, it would not move",0
Pulley9-10-134_q4,Pulley9-10-134,q4,Pulley_Post_Y2,1,q4a,just like the IP's smoother the surface easier load moved and the more well oiled it is the easier it will move,1
Pulley9-10-134_q7a1,Pulley9-10-134,q7a1,Pulley_Post_Y2,2,q7a2,same as #3,1
Pulley9-10-134_q7b1,Pulley9-10-134,q7b1,Pulley_Post_Y2,1,q7b2,Same as # 3,0
Pulley9-10-134_q9,Pulley9-10-134,q9,Pulley_Post_Y2,1,q9a,It takes more force to lift an object straight up than using a pulley system,0
Pulley9-10-134_q10,Pulley9-10-134,q10,Pulley_Post_Y2,2,q10a,It would be harder to pull it up because it is rougher,1
Pulley9-10-134_q11,Pulley9-10-134,q11,Pulley_Post_Y2,2,q11a,It takes more work to lift to an object higher,1
Pulley9-10-134_q13,Pulley9-10-134,q13,Pulley_Post_Y2,4,q13a,the more supporting strands the less Ma,2
Pulley9-10-134_q14,Pulley9-10-134,q14,Pulley_Post_Y2,2,q14a,The more supporting stands the less MA,0
Pulley9-10-133_q3a,Pulley9-10-133,q3a,Pulley_Post_Y2,3,q3b,Your pulling the same distance as the fixed just the opposite way.,0
Pulley9-10-133_q3c,Pulley9-10-133,q3c,Pulley_Post_Y2,1,q3d,Your using a different pulley.,0
Pulley9-10-133_q4,Pulley9-10-133,q4,Pulley_Post_Y2,1,q4a,With a well oiled pulley there wont be as much friction there  for there will be less force.,2
Pulley9-10-133_q7a1,Pulley9-10-133,q7a1,Pulley_Post_Y2,3,q7a2,Your pulling the same distance as you are with a fixed pulley.,0
Pulley9-10-133_q7b1,Pulley9-10-133,q7b1,Pulley_Post_Y2,1,q7b2,The more force there is the more work your doing.,0
Pulley9-10-133_q9,Pulley9-10-133,q9,Pulley_Post_Y2,2,q9a,"There is no distance when you lift a box strait up so and more force, when there is a longer distace the work done is more.",0
Pulley9-10-133_q10,Pulley9-10-133,q10,Pulley_Post_Y2,2,q10a,There is more friction that is resisting so it you work more.,2
Pulley9-10-133_q11,Pulley9-10-133,q11,Pulley_Post_Y2,3,q11a,The work is the same because he's lifting it up twice as high and pulling twice as far so the amount of work is the same.,0
Pulley9-10-133_q13,Pulley9-10-133,q13,Pulley_Post_Y2,4,q13a,There are more strands so the distance pulled is smaller and the distance lifted is smaller so the MA is the greatest.,1
Pulley9-10-133_q14,Pulley9-10-133,q14,Pulley_Post_Y2,3,q14a,Adding an extra fixed pulley doesnt change the results of the MA.,1
Pulley9-10-132_q3a,Pulley9-10-132,q3a,Pulley_Post_Y2,1,q3b,a single movable pully is a greater distance ,1
Pulley9-10-132_q3c,Pulley9-10-132,q3c,Pulley_Post_Y2,2,q3d,a single movable pully recures less applied force,1
Pulley9-10-132_q4,Pulley9-10-132,q4,Pulley_Post_Y2,1,q4a,it is a smooth surface and also it is wet ,1
Pulley9-10-132_q7a1,Pulley9-10-132,q7a1,Pulley_Post_Y2,2,q7a2,?,0
Pulley9-10-132_q7b1,Pulley9-10-132,q7b1,Pulley_Post_Y2,2,q7b2,?,0
Pulley9-10-132_q9,Pulley9-10-132,q9,Pulley_Post_Y2,2,q9a,because jane has to face gravity,0
Pulley9-10-132_q10,Pulley9-10-132,q10,Pulley_Post_Y2,1,q10a,WET,0
Pulley9-10-132_q11,Pulley9-10-132,q11,Pulley_Post_Y2,3,q11a,the work stays the same but the applied force changes,0
Pulley9-10-132_q13,Pulley9-10-132,q13,Pulley_Post_Y2,4,q13a,more pullys,1
Pulley9-10-132_q14,Pulley9-10-132,q14,Pulley_Post_Y2,2,q14a,more pullys,0
Pulley9-10-131_q3a,Pulley9-10-131,q3a,Pulley_Post_Y2,1,q3b,cause the single fixed pulley system has less ma than single movable ,2
Pulley9-10-131_q3c,Pulley9-10-131,q3c,Pulley_Post_Y2,2,q3d,cause the single movable has more ma than the single fixed pulley,2
Pulley9-10-131_q4,Pulley9-10-131,q4,Pulley_Post_Y2,1,q4a,cause you would make it more weat and would hav more ma than it would without  ,1
Pulley9-10-131_q7a1,Pulley9-10-131,q7a1,Pulley_Post_Y2,1,q7a2,cause a single movable pulleyhas more ma than single fixed,2
Pulley9-10-131_q7b1,Pulley9-10-131,q7b1,Pulley_Post_Y2,3,q7b2,the work only changes when the friction changes,1
Pulley9-10-131_q9,Pulley9-10-131,q9,Pulley_Post_Y2,3,q9a,they r doing the same work cause there is no friction and friction is the only thing that can change work,1
Pulley9-10-131_q10,Pulley9-10-131,q10,Pulley_Post_Y2,3,q10a,they r doing the same amount cause they r lifting the same height,0
Pulley9-10-131_q11,Pulley9-10-131,q11,Pulley_Post_Y2,2,q11a,cause he lifted the second one higher,1
Pulley9-10-131_q13,Pulley9-10-131,q13,Pulley_Post_Y2,4,q13a,beacause there is more pulleys in compound the better,1
Pulley9-10-131_q14,Pulley9-10-131,q14,Pulley_Post_Y2,3,q14a,because they r doing the same thing ,1
Pulley9-10-130_q3a,Pulley9-10-130,q3a,Pulley_Post_Y2,1,q3b,It would increase because you would have to reach for the watermelon.,0
Pulley9-10-130_q3c,Pulley9-10-130,q3c,Pulley_Post_Y2,2,q3d,It would require less force because using a fixed pulley you wouldn't be able to stay in the tree house while lifting the watermelon.,0
Pulley9-10-130_q4,Pulley9-10-130,q4,Pulley_Post_Y2,1,q4a,A well oiled pulley would require less force because it would have more MA.,0
Pulley9-10-130_q7a1,Pulley9-10-130,q7a1,Pulley_Post_Y2,2,q7a2,The applied force would increase because in our expriments the movable  had less force. ,1
Pulley9-10-130_q7b1,Pulley9-10-130,q7b1,Pulley_Post_Y2,1,q7b2,The work done would increase because the distance rope pulled would increase.,0
Pulley9-10-130_q9,Pulley9-10-130,q9,Pulley_Post_Y2,1,q9a,Jane is doing more work because she is doing more force. ,0
Pulley9-10-130_q10,Pulley9-10-130,q10,Pulley_Post_Y2,2,q10a,The work would increase because you would have more force.,2
Pulley9-10-130_q11,Pulley9-10-130,q11,Pulley_Post_Y2,2,q11a,He did more work because he had a longer distance and a bigger force.,1
Pulley9-10-130_q13,Pulley9-10-130,q13,Pulley_Post_Y2,4,q13a,The double compound pulley would have the most MA because they would pull the string longer.,2
Pulley9-10-130_q14,Pulley9-10-130,q14,Pulley_Post_Y2,2,q14a,This pulley would have the most MA because because you would have to pull the string farther.,0
