student code,"q3a: You used a single fixed pulley to lift a watermelon to your tree house.  If you changed it to a single movable pulley and ignore the effects of friction, the distance pulled would:

Correct option = 1, ""Increase""",,q3b: Explain your reasoning about the distance pulled. ,q3b code,"q3c: the applied force required would: 

Correct option = 2, ""Decrease""",,q3d:Explain your reasoning about the applied force required. ,q3d code,"q4: Which of the following will require less applied force to lift a load to a height of 2 meters using a single fixed pulley? 

Correct option = 1, ""A well-oiled pulley""",,q4a: Explain your reasoning about the applied force required. ,q4a code,"q7a1: You used a single fixed pulley to lift a watermelon to your tree house.  If you used a single movable pulley instead and ignore the effects of friction, the applied force needed would: 

Correct option = 2, ""Decrease""",,q7a2: Explain your reasoning about the applied force needed.,q7a2 code,"q7b1: ...the work done would: 

Correct option = 3, ""Stay the same""",,q7b2: Explain your reasoning about the work done.,q7b2 code,"q9: Jane is lifting a box straight up to a height of 1 meter. Mary is using the pulley shown below to lift the same box to the same height.  If you ignore friction, what can you tell about the work done by Jane and Mary?

Correct option = 3, ""Jane and Mary are doing the same work""",,q9a: Explain your reasoning about the work done in this question.,q9a code,"q10: Which of the following will require more work to lift a load to a height of 2 meters if you are using a single fixed pulley? 

Correct option = 2, ""A rusty pulley that needs to be oiled""",,q10a: Explain your reasoning about the work required. ,q10a code,"q11: Jacob uses a fixed pulley to lift a box 1 meter. He then uses the same pulley to lift an identical box 2 meters. In which condition did Jacob do more work?

Correct option = 2, ""When lifting the box 2 meters""",,q11a: Explain your reasoning about the work done in this question.,q11a code,"q13: If you ignore friction, which one of the following pulley set-ups will give the most mechanical advantage?
 
Correct option =  4, ""A double compound pulley""",,q13a: Explain your reasoning about mechanical advantage in this question.,q13a code,"q14: If you ignore friction, which one of the following pulley set-ups will give more mechanical advantage?

Correct option = 3, ""Pulley set-up A and Pulley set-up B will give you the same mechanical advantage""",,q14a: Explain your reasoning about mechanical advantage in this question.,q14a code
Pulley9-10-149,1,Increase,you have to pull more with a movable pulley,1,2,Decrease,single fixed uses the same amount of force as it would take to just lift it up,1,1,A well-oiled pulley,less friction on this pulley,2,2,Decrease,movable pulleys always use less applied force than a single fixed,1,1,Increase,you pull more string with a movable pulley,0,1,Jane is doing more work,compound pulleys use the least amount of applied force,0,2,A rusty pulley that needs to be oiled,more friction therefore more work,2,2,When lifting the box 2 meters,jacob pullled the string a longer distance,1,4,A double compound pulley,compound pulleys use the least amount of force out of all of the pulleys,1,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,they both will have the same amount of force and that means they have the same MA,1
Pulley9-10-148,2,Decrease,because of the fact that the pully can move so you don't have todo as much work.,0,4,Not enough information to decide,there is no expalation of what your asking,0,1,A well-oiled pulley,because the oil will help the pully slide better,1,3,Stay the same,becuse the pully is just moveing and in this case that would not help you,0,3,Stay the same,because you are not changing the height.,3,3,Jane and Mary are doing the same work,they are just using different pulys.,1,3,Both pulleys will require the same work,they all will use the same amount of work.,0,2,When lifting the box 2 meters,because he is lifting it higher.,1,4,A double compound pulley,because there  is more pully there is less muchal power you have to do,1,2,Pulley set-up B,because there is more pullys ,0
Pulley9-10-147,3,Stay the same,it is still a single pulley so it will take the same amount of distance pulled as the single fixed pulley,0,2,Decrease,a single fixed pulley makes work easier and does not reduce force. A single movable pulley makes work easier and reduces amount of force needed,1,1,A well-oiled pulley,a smooth moving pulley will require the least amount of force compared to a rusted pulley because the rusted pulley would get stuck and you would have to pull harder.,1,2,Decrease,a fixed pulley only makes work easier but the movable pulley reduces force as well,1,3,Stay the same,work stays the same in the ideal inviroment,1,3,Jane and Mary are doing the same work,work doesn't change with no friction,1,3,Both pulleys will require the same work,"the work would not change between the pullies, only the amount of force need to do the work",0,2,When lifting the box 2 meters,he did more work when lifting the box up to 2m because  work = force * distance and the force and distance changed,2,4,A double compound pulley,the string has to go around more pullies and that adds MA,1,2,Pulley set-up B,the string has to go around more pullies and that adds MA,0
Pulley9-10-146,1,Increase,You would need a longer string and the distance that you pull the string will decrease.,0,2,Decrease,Because you wont have to pull the string as far as a distance and when distance goes down force goes down.,0,1,A well-oiled pulley,Because the string will glide through the crease of the pulley and wont get caught on the pully. And it will cause less force because you dont have to pull as hard with a well oiled pulley.,1,2,Decrease,Because you dont have to pull the string as hard and the distance would decrease.,1,3,Stay the same,Work always stays the same no matter what.,1,3,Jane and Mary are doing the same work,Work always stays the same no matter what.,1,3,Both pulleys will require the same work,Work always stays the same no matter what.,0,3,The amount of work done was the same,Work always stays the same.,0,4,A double compound pulley,Because when force goes down ma goes up.,1,2,Pulley set-up B,Because you use less applied force when using pulley set up B. And less force = larger ma.,0
Pulley9-10-145,1,Increase,there is less force with a single movable pulley so the distance must go up. ,2,2,Decrease,there's more distance in a single moveable pulley so the force goes down.,2,1,A well-oiled pulley,a well oiled pulley would have less friction making less force.,2,2,Decrease,more distance so less force in a moveable pulley.,2,3,Stay the same,forcexdistance=work  if force is going up and distance is going down work stays the same. ,2,3,Jane and Mary are doing the same work,jane is using less distance but more force and mary is using less force but more distance. ,2,2,A rusty pulley that needs to be oiled,a rusty pulley will have more friction making you use more force; and your distance is staying the same so your doing more work with a rusty pulley. ,2,2,When lifting the box 2 meters,the force is the same for both the boxes but hes pullling aa longer distance for box two. ,2,4,A double compound pulley,ma = force / length ,0,2,Pulley set-up B,longer distance ,0
Pulley9-10-144,4,Not enough information to decide,Dont know how long the distance is the tree house is from the ground.,0,4,Not enough information to decide,again not enough information because you dont know the distance so you wont know how much force you need to apply because the tree house could be far from the ground or short from the ground,0,1,A well-oiled pulley,If you use a rusty pulley it would require more force because it is rough so it wouldnt go as smooth as the well oiled pulley,1,4,Not enough information to decide,Dont know the distance from the tree house to the ground.,0,4,Not enough information to decide,Because you dont know the force because you dont know the distance the tree house is to the ground.,0,1,Jane is doing more work,Jane is doing more work because she is lifting the load straight u from the ground so she has to use all of her force. Mary does less work because she is using a pulley which requires less force which is less work.,0,2,A rusty pulley that needs to be oiled,a rusty pulley has more work because it is tougher for the load to move if it is rusty. A well-oiled would require less.,1,2,When lifting the box 2 meters,2 meters is higher than 1 meter which requires more force that requires more work.,1,4,A double compound pulley,I dont really know we just researched it so that is my answer. Guess ,1,4,Not enough information to decide,Doesn't  have enoiugh information because it doesnt tell me the distance the object moved and the distance the string was pulled to move the load.,0
Pulley9-10-143,4,Not enough information to decide,"It depends on how high the tree house is, so that it will either decrease or increase.",0,2,Decrease,When using a single moveable pulley it takes less Applied Force to lift a watermelon to the height you wish to pull it.,1,1,A well-oiled pulley,If you have a pulley that isn't oiled very well it won't move as easy as the well oiled pulley.,1,2,Decrease,Wiht a single moveable pulley it takes Less Applied Force to lift the watermelon to your tree-house.,1,2,Decrease,The work would decrease because single moveable pulley is easier than using a single fixed pulley.,0,1,Jane is doing more work,Lifting a box to the height of one meter is harder than using a pulley to lift it up. You use more Applied Force to lift a box straight up then you do when you use a pulley.,0,1,A well-oiled pulley,When using a well oiled pulley it would be easier to lift an object to the destination you want. It would be harder to lift an object to the destination you want with a rusty pulley that needs to be oiled.,1,2,When lifting the box 2 meters,"When you lift an object to one meter then lift the same object to the height of two meters, you're doing more work and you're using more Applied Force.",1,4,A double compound pulley,"Mechanical Advantage in this question is how much the pulley works for you, not you working for the pulley.",0,2,Pulley set-up B,"Pulley set-up B has more mechanical advantage because it's doing more work for you, and you are doing much more work for the pulley than you really should be.",0
Pulley9-10-142,1,Increase,the distance is how far do you move the string,0,2,Decrease,how much force it takes for you to move that object,0,1,A well-oiled pulley,"if you had a well oilied pulley the force, which is how much effort the lifter needs to move the object",0,2,Decrease,the distance is how far do you move the string,0,1,Increase,the work is how long it takes to move the object,0,1,Jane is doing more work,distance object moved devided by dist pulled,0,2,A rusty pulley that needs to be oiled,the pulley won't move,1,3,The amount of work done was the same,how long it takes to move the object,0,4,A double compound pulley,the more pullies the more ma,1,2,Pulley set-up B,the more pullies the more ma,0
Pulley9-10-141,1,Increase,MA=applied force divided by distance pulled.  a single movable has more ma so it must have a greater distance.,2,2,Decrease,a movable has less AF than a single fixed.,1,1,A well-oiled pulley,this will have less friction so therfore less AF,2,2,Decrease,a single movable pulley has less AF than a single fixed because it has more supporting strands.,2,2,Decrease,the movable has more supporting strands,0,1,Jane is doing more work,jane is lifting it straight up the work is greater,0,2,A rusty pulley that needs to be oiled,it is rusty therfore more work is required,1,2,When lifting the box 2 meters,he lifted it higher so he did more work,1,4,A double compound pulley,it has the least AF so it has the most MA,1,2,Pulley set-up B,since they both have the same # of supporting strands MA is the same.,2
Pulley9-10-140,3,Stay the same,you have to just pull up,0,1,Increase,you are pulling up ,0,1,A well-oiled pulley,not as much as a hard time,1,1,Increase,you have to pull up,0,1,Increase,?,0,2,Mary is doing more work,pulling all of the string thrugh all the pullys,0,4,Not enough information to decide,?,0,3,The amount of work done was the same,they are the same,0,1,One fixed pulley,it does not have to go through all the other pullys,0,2,Pulley set-up B,?,0
Pulley9-10-14,1,Increase,because when you have a movable pulley you will need to pull more,1,1,Increase,because the force will get higher because it will take more energy.,0,1,A well-oiled pulley,because it won't have as much friction when its well oiled rather than if it was rusty and needed to be oiled.,2,1,Increase,because the force to lift the load would be higher.,0,1,Increase,0,0,3,Jane and Mary are doing the same work,because even though jane is using more force both mary and jane are using the same amount of work.,1,1,A well-oiled pulley,because there will be less friction with the well oiled pulley rather than the rusty need to be oiled pulley which means the force will be less and that means the work will be less.,2,2,When lifting the box 2 meters,because he is moving the box over a larger and greater distance than what he did the first time and if the distance object is pulled goes up the work will also go up.,1,4,A double compound pulley,because the double compound pulley will make it easier which means the ma will go up.,1,2,Pulley set-up B,because you will have less applied force which means your ma will be higher.,0
Pulley9-10-139,3,Stay the same,If you use one pulley one way and another another way... then you would stll be taking it the same distance and pulling the same distance!,0,2,Decrease,Useing a pulley almost always reduces force rather than lifting it by hand.,1,1,A well-oiled pulley,There would be less friction with a well oiled pulley rather than a rusty one!,2,3,Stay the same,One moveable is the same thing as using one fixed it just takes a little longer because there is more string to pull with a movable.,0,3,Stay the same,It is the same amount because it is the same amount of force and the same amount of distance to lift it.,0,1,Jane is doing more work,Jane is doing more work because she is using more force witch makes the work go up!,0,2,A rusty pulley that needs to be oiled,It has more FRICTION!,2,2,When lifting the box 2 meters,With two because there was a bigger distance...w=fd,2,4,A double compound pulley,The more pulleys the less force there is so you get more MA with less force!,1,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,Useing pulley set up B is the same as one big pulley.,2
Pulley9-10-138,1,Increase,when you use a movable pully you have to pull twice as far but you reduce the force half. ,2,2,Decrease,when you sue a movable pully you use less applied force becouse it is spredding te load through the whole line. ,2,1,A well-oiled pulley,if it is oily then there is less friction. friction makes it harder to pull and it will require  more applied force.,2,2,Decrease,when you use a compund pully the pullys are doing all the work holding up the load so you dont have to aply much force. ,1,3,Stay the same,2,2,3,Jane and Mary are doing the same work,it takes more foce to lift it by hand but wen yoku use a compund pully it takes less force so it evens out.,1,3,Both pulleys will require the same work,there the same pully,0,2,When lifting the box 2 meters,he had to pull it twice as far so he had to fdo double the work.,1,4,A double compound pulley,for every pully you have in a compund set up after a single compound. the mechanical advantige will be the same as the amount of pullys,1,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,fixxed pullys dont reduce force. so they have a mechanical advantige of 1. so 1*1=1,1
Pulley9-10-137,1,Increase,because the distanced pulled would increase because the more applied force themore friction it would need!,1,2,Decrease,it would decrease because the more friction it would need! and the work imput andf output,1,4,Not enough information to decide,not enough information to decide for me sorry :(,0,1,Increase,well it would need to have more higher imput and output on the work. so the ap would increase.,0,3,Stay the same,because the work would have to have the same results and would have a higher applied force,1,2,Mary is doing more work,because the work would be alot higher than Janes sothan marry would have to pull the string alot higher than jane does,0,4,Not enough information to decide,i dont know not enough info,0,1,When lifting the box 1 meter,because he wouldnt have to do as much work as if he lifted it 2m.,0,4,A double compound pulley,because the pulley would need more WORK,0,2,Pulley set-up B,becausew it is a duble sized pulley,0
Pulley9-10-136,3,Stay the same,distance pulled whould not change because it is very simular.,0,3,Stay the same,applied force whould not change because it is very simular.,0,1,A well-oiled pulley,"Oil makes things slick and eaisier to move, if it is rusty it will move in small sections at a time like ""CREAK!... CREAK!... CREAK!...CREAK!""",1,3,Stay the same,applied force whould not change because it is very simular.,0,3,Stay the same,work whould not change because it is very simular.,1,1,Jane is doing more work,Using a single fixed/ movable puly is less work than lifting it strait up.,0,1,A well-oiled pulley,"Oil makes things slick and eaisier to move, if it is rusty it will move in small sections at a time like ""CREAK!... CREAK!... CREAK!...CREAK!""",1,3,The amount of work done was the same,It would not change beacause it is the same.,0,4,A double compound pulley,"It would be 9,000,000,000 MA!!!!!(kidding)",0,1,Pulley set-up A,One of my experements showed it.,0
Pulley9-10-135,3,Stay the same,it will stay the same because you are sitll pulling it up to the tree haouse that stayed the same height.,0,2,Decrease,it would decrease because the fixed pulley makes the force stay the same and the movable makes the movable easyrter.,1,3,Both pulleys will require the same applied force,it will stay the same because if it is a well oiled pulley the string will fall off but if it is a rusty pully the sting will not be able to move and it will be a lot harder.,0,3,Stay the same,it would stay the same because on the movable pully the pully is going with the string and on the fixed pully the pullty is staying in place.   ,0,2,Decrease,the work would decrease because the because fix pully makes the force and work and the movable makes the work and force easyer. ,0,4,Not enough information to decide,it depends on what type of pully becasue the fixed keeps the force and work the same.,0,3,Both pulleys will require the same work,they will both require the same amount of work because the fixed pully keeps the force and the work the same.,0,2,When lifting the box 2 meters,it is a taller distance,1,4,A double compound pulley,it is a bigger pully so it is easyer ,0,2,Pulley set-up B,it is divieding up the wieght so the MA is bigger,0
Pulley9-10-134,2,Decrease,if you ignore friction work stays the same so distance would decrease ,0,1,Increase,"no matter how much force you put into it, it would not move",0,1,A well-oiled pulley,just like the IP's smoother the surface easier load moved and the more well oiled it is the easier it will move,1,2,Decrease,same as #3,1,1,Increase,Same as # 3,0,1,Jane is doing more work,It takes more force to lift an object straight up than using a pulley system,0,2,A rusty pulley that needs to be oiled,It would be harder to pull it up because it is rougher,1,2,When lifting the box 2 meters,It takes more work to lift to an object higher,1,4,A double compound pulley,the more supporting strands the less Ma,2,2,Pulley set-up B,The more supporting stands the less MA,0
Pulley9-10-133,3,Stay the same,Your pulling the same distance as the fixed just the opposite way.,0,1,Increase,Your using a different pulley.,0,1,A well-oiled pulley,With a well oiled pulley there wont be as much friction there  for there will be less force.,2,3,Stay the same,Your pulling the same distance as you are with a fixed pulley.,0,1,Increase,The more force there is the more work your doing.,0,2,Mary is doing more work,"There is no distance when you lift a box strait up so and more force, when there is a longer distace the work done is more.",0,2,A rusty pulley that needs to be oiled,There is more friction that is resisting so it you work more.,2,3,The amount of work done was the same,The work is the same because he's lifting it up twice as high and pulling twice as far so the amount of work is the same.,0,4,A double compound pulley,There are more strands so the distance pulled is smaller and the distance lifted is smaller so the MA is the greatest.,1,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,Adding an extra fixed pulley doesnt change the results of the MA.,1
Pulley9-10-132,1,Increase,a single movable pully is a greater distance ,1,2,Decrease,a single movable pully recures less applied force,1,1,A well-oiled pulley,it is a smooth surface and also it is wet ,1,2,Decrease,?,0,2,Decrease,?,0,2,Mary is doing more work,because jane has to face gravity,0,1,A well-oiled pulley,WET,0,3,The amount of work done was the same,the work stays the same but the applied force changes,0,4,A double compound pulley,more pullys,1,2,Pulley set-up B,more pullys,0
Pulley9-10-131,1,Increase,cause the single fixed pulley system has less ma than single movable ,2,2,Decrease,cause the single movable has more ma than the single fixed pulley,2,1,A well-oiled pulley,cause you would make it more weat and would hav more ma than it would without  ,1,1,Increase,cause a single movable pulleyhas more ma than single fixed,2,3,Stay the same,the work only changes when the friction changes,1,3,Jane and Mary are doing the same work,they r doing the same work cause there is no friction and friction is the only thing that can change work,1,3,Both pulleys will require the same work,they r doing the same amount cause they r lifting the same height,0,2,When lifting the box 2 meters,cause he lifted the second one higher,1,4,A double compound pulley,beacause there is more pulleys in compound the better,1,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,because they r doing the same thing ,1
Pulley9-10-130,1,Increase,It would increase because you would have to reach for the watermelon.,0,2,Decrease,It would require less force because using a fixed pulley you wouldn't be able to stay in the tree house while lifting the watermelon.,0,1,A well-oiled pulley,A well oiled pulley would require less force because it would have more MA.,0,2,Decrease,The applied force would increase because in our expriments the movable  had less force. ,1,1,Increase,The work done would increase because the distance rope pulled would increase.,0,1,Jane is doing more work,Jane is doing more work because she is doing more force. ,0,2,A rusty pulley that needs to be oiled,The work would increase because you would have more force.,2,2,When lifting the box 2 meters,He did more work because he had a longer distance and a bigger force.,1,4,A double compound pulley,The double compound pulley would have the most MA because they would pull the string longer.,2,2,Pulley set-up B,This pulley would have the most MA because because you would have to pull the string farther.,0
Pulley9-10-13,3,Stay the same,The distance stays the same because using a single fixed pully doesn't cause the distance to increase.  It is the same no matter what type of pulley you are using.  ,0,3,Stay the same,The applied force doesn't change if you use one type of pulley over another.   ,0,1,A well-oiled pulley,"Using a well oiled pulley requires less applied force because you don't need to work as hard.  When you use a rusty pulley, it isn't efficient, so you need to work harder.",1,2,Decrease,It takes more applied force to use a single fixed pulley.  ,1,1,Increase,It talkes more applied force and work to use a sungle fixed pulley versus a single movable pulley.  ,0,1,Jane is doing more work,Lifting a box straight up requires more work than using a pulley.  A pulley is more efficient.  ,0,2,A rusty pulley that needs to be oiled,"A rusty pulley isn't as efficient as a well oiled pulley.  Therefore, more work is required.  ",1,2,When lifting the box 2 meters,"When lifting a box 2 meters vs 1 meter, you are doing more work because you have to lift the box farther.  ",1,4,A double compound pulley,A double compound pulley requires more MA because the double compund pulley is more complez.  ,1,2,Pulley set-up B,"Pulley B is more complex then pulley A, therefore giving more MA.  ",0
Pulley9-10-129,1,Increase,i guessed,0,2,Decrease,i guessed,0,1,A well-oiled pulley,it will be side which will increase M.A.,0,2,Decrease,I GUESSED,0,2,Decrease,when it decreases it will redues Ma,0,1,Jane is doing more work,lefting it stairt up will be less ma than using than using the pulley,0,1,A well-oiled pulley,sides easy it will creat more ma,0,3,The amount of work done was the same,i guessed,0,4,A double compound pulley,i geussed,0,1,Pulley set-up A,it takes more ma,0
Pulley9-10-128,1,Increase,The single movable has more supporting strands which make the distance pulled increase.,2,2,Decrease,the single movable has more supporting strands which decreases the applied forse. ,2,1,A well-oiled pulley,the better oiled the easier the string will slide through pulley wheal.,1,2,Decrease,the single movable has more supporting strand which decreased the applied force needed.,2,3,Stay the same,without friction if the load stays the same and is lifted to the same hieght work stays the same for every pully system.,3,3,Jane and Mary are doing the same work,if there is no friction the work stays the same.,1,2,A rusty pulley that needs to be oiled,a rusty pulley has more friction which will increase work.,2,2,When lifting the box 2 meters,with an increase in hieght the work also increases.,1,4,A double compound pulley,a double compound has more supporting strands which make M.A. higher.,2,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,adding more pullies does not change anything.,1
Pulley9-10-127,3,Stay the same,It is the same thing you are just flipping it upside down ,0,1,Increase,Becasue with the moveable pulley is the only one that increases your applied force ,0,1,A well-oiled pulley,A well oiled pulley has  a lot less friction and the frciton makes the work go up ,2,1,Increase,Your applied force would increase because you have to pull the string upwards and that requiers more force ,0,1,Increase,the formula for work is force*distace so if one of those numbers go up it is going to make the end total go up ,0,1,Jane is doing more work,Jane is doing more work but is pulling it a shorter distance but Mary is doing less work but she is pulling it a longer distance ,0,1,A well-oiled pulley,A Well oiled pulley is easier to use because there is no friction and with friction the work goes up so the rusty pulley with frciton will make you do more work ,0,2,When lifting the box 2 meters,He is lifting the book a longer distance so he is doing more work ,1,4,A double compound pulley,THe distance will be more but the applied force will be less so it will have a better MA ,2,2,Pulley set-up B,THe distance will be more but the applied force will be less so it will have a better MA ,0
Pulley9-10-126,1,Increase,single fixed pully takes less force so its easier to move.,0,1,Increase,it takes less energy to move if it is a single fixed pully ,0,1,A well-oiled pulley,its easer to mve something if its slik insted of rusty.,1,4,Not enough information to decide,dont know.,0,,,doont know,0,3,Jane and Mary are doing the same work,mary is doing alot of work because the cercle things need alot of work and string.jane is doing the same amount of  work by lifting the box by hand.,1,2,A rusty pulley that needs to be oiled,it takes alot more work by a rusty pully than a well oiled pully.,1,4,Not enough information to decide,dont know,0,1,One fixed pulley,letter a is easest to move.,0,2,Pulley set-up B,gives more power with 2 wheels,0
Pulley9-10-125,1,Increase,You'd be pulling the string more to get that object up there,1,2,Decrease,more distance pulled less applied force,2,1,A well-oiled pulley,if the pulley wasn't oiled then there would be friction causing it to slow down and make work harder.,2,3,Stay the same,you8're still having it go up the same height ,0,2,Decrease,it's harder to do it that way,0,3,Jane and Mary are doing the same work,There still lifting the same object so work will be the same,2,2,A rusty pulley that needs to be oiled,a rusty pulley make it harder,0,3,The amount of work done was the same,the amount of work didn;t change because its weight is the same ,0,2,Two fixed pulleys,The string puts all the weight on them,0,2,Pulley set-up B,you have more pulleys witch allows you to have all that weight on them both,0
Pulley9-10-124,1,Increase,it is just making the pulley move a longer distance and using more thread pulled.,1,3,Stay the same,it is just changing the type of pulley,0,2,A rusty pulley that needs to be oiled,it is using more friction. if it were less frictio where as it is not it would be a lot easier to pull.,2,3,Stay the same,it is just making the pulley move a longer distance and using more thread pulled.,2,4,Not enough information to decide,you need to tell me the distance and how much force you need to pull that watermelon.,0,4,Not enough information to decide,i ned to know about whichdistnace and force is being used,0,2,A rusty pulley that needs to be oiled,it is rusty which will increase the force and when you multiply that high force with the 2 meter height you will get a very high work.,2,2,When lifting the box 2 meters,you are increasing the distance so it will be higher.,1,4,A double compound pulley,it has more pulleys and string length.,1,2,Pulley set-up B,you have more support with B than in A.,0
Pulley9-10-123,4,Not enough information to decide,I need the distance pulled by the fixed pully to find out the distance pulled by the movable pully.,0,1,Increase,A fixed pully has more MA than a movable pully.,0,1,A well-oiled pulley,A rusty pully would create more friction than a well oiled pully.,2,1,Increase,In the lab my group found out the fixed pully more MA.,0,1,Increase,In the lab the movable pully had less MA.,0,1,Jane is doing more work,If you were lifting there wouldn't be any ma. The pully has MA. ,0,1,A well-oiled pulley,A rusty pully would create more friction than a well oiled pully.,0,2,When lifting the box 2 meters,He is lifting it higher.,0,4,A double compound pulley,It takes the least amount of applied force to lift the load.,1,2,Pulley set-up B,It takes less applied force.,0
Pulley9-10-122,1,Increase,because it is a movable pulley you also have to lift the pulley to move the load.,1,2,Decrease,"With a movable pulley you are doing the same amount of work as with a fixed pulley, but the distance increased, so the force would need to decrease.",2,1,A well-oiled pulley,"With a well-oiled pulley there would be less friction, decreasing force.",2,2,Decrease,"with a single movable pulley you have to move farther to lift the object, but your force decreases.",2,3,Stay the same,"The force would go down and the distace would go up proportionally, making the work stay the same.",2,3,Jane and Mary are doing the same work,"Jane is using more force but going less distance, while Mary is using less force but going more distance, so the work is the same for both situations.",2,2,A rusty pulley that needs to be oiled,"With a rusty pulley more force will be required, but the distance will stay the same so their will be more work.",2,2,When lifting the box 2 meters,"Jacob is using the same amount of force but pulling more distance, so he is doing more work.",2,4,A double compound pulley,"MA for a pulley is MA=distance you move/distance the load moves, and so the double compound pulley will cause your hand to move farther but the load to move to the same height, giving it more MA.",2,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,"In either pulley system your hand is not moving farther and the load is not moving farther, which means that the MA will be the same in each set-up.",2
Pulley9-10-121,1,Increase,movable moves more,1,2,Decrease,use less force,1,1,A well-oiled pulley,less friction,2,2,Decrease,a movable takes less amount than a fixed,1,3,Stay the same,applied force changes not the work,1,3,Jane and Mary are doing the same work,same work different applied force,2,2,A rusty pulley that needs to be oiled, causes mor friction,2,3,The amount of work done was the same,same amount of work because it is the same weight,0,4,A double compound pulley,the more pulley the more ma ,1,3,Pulley set-up A and Pulley set-up B will give you the same mechanical advantage ,it is just an extention,1
Pulley9-10-120,2,Decrease,it would decrease because we're ignoring the effects of friction which would make the distance go down and the force go up.,0,1,Increase,Applied force goes up. Distance goes down.,0,1,A well-oiled pulley,"much easier to move, less work.",1,3,Stay the same,nothing will really make it different because of this variable.,0,3,Stay the same,Applied force goes up distance goes down and work stays thye same.,2,3,Jane and Mary are doing the same work,friction's not being applied.,1,2,A rusty pulley that needs to be oiled,not as easy to move.,1,2,When lifting the box 2 meters,more distance.,1,4,A double compound pulley,more pulleys being added.,1,2,Pulley set-up B,more pulleys.,0
Pulley9-10-12,3,Stay the same,the type of pulley doesnt change the amount of distance,0,2,Decrease,a single moveable pully uses less applied force according to our experiments.,1,1,A well-oiled pulley,a rusty pully slows the pully ,1,2,Decrease,a single moveable pully uses less applied force according to our experiments.,1,2,Decrease,work is force x distance and if the force is a smaller number then there would be a smaller work amount.,0,1,Jane is doing more work,"like I answered before, work = force x distance, and not using the pulley creates more force so if there is a greater number for force the outcome of work will be a greater number too.",0,2,A rusty pulley that needs to be oiled,"again, work = force x distance, and a rusty pulley makes for more friction which creates more forcea and more force makes more work.",2,2,When lifting the box 2 meters,work = force x distance and if you lift the box two meters it will create more distance that the string is pulled it will create more work.,2,1,One fixed pulley,      distance load moved MA =  ---------------------       distance string is pulled     so if you move the string more it will creater more MA,0,2,Pulley set-up B,      distance load moved MA =  ---------------------       distance string is pulled     so if you move the   string more it will creater more MA,0
Pulley9-10-119,2,Decrease,It would decrease  because you would be moving both the pulley and the watermeon instead of just the watermelon because you get extra stands when you hae the single fixed because it doesn't move with the pulley.,0,2,Decrease,it would decrease because you are lifting only one but you are getting two.,1,3,Both pulleys will require the same applied force,"Both would require the same A.F. because it is either you have a really hard time at the beginning, getting it up, or at the end, pulling it down.",0,1,Increase,it would increase because you would be pulling two things up.,0,1,Increase,It would increase because you would have to pull two different things up to the treehouse.,0,1,Jane is doing more work,Jane is doing more work because Mary is using the pulley so she dosen't have to use as much work.,0,3,Both pulleys will require the same work,Both will require the same amount of work because the oiled one would be hard at the begining because it would be slippery and the rusty one would be hard at the end because it would not want to go at all.,0,1,When lifting the box 1 meter,Lifting it one meter because he has to lift it a shorter distance but has to have more work then the other one because he has to use more work to lift it.,0,2,Two fixed pulleys,i think this one because she is lifting it with the biggest one and the single fixed can get the job done quicker with less A.F.,0,1,Pulley set-up A,"A, because you dotn have all the strands.",0
Pulley9-10-118,1,Increase,"It would increase because when you do a single fixed pulley then the distance is the same as the distance that would be used if you were just to lift it.  However the distance of a movable pulley would increase, because I know that the MA would increase.  And when MA goes up, so does distance.",2,2,Decrease,"Since I know that the MA of a single fixed pulley is greatly affected by distance and that a single movable requires more distance, a single movable has more MA,and with more MA you also decrease force.  ",2,3,Both pulleys will require the same applied force,"No matter what a single fixed pulley will require the same amount of force as the weight of the object, oiled or not.",0,2,Decrease,"Since I know that the MA of a single fixed pulley is greatly affected by distance and that a single movable requires more distance, a single movable has more MA,and with more MA you also decrease force.  ",2,2,Decrease,"The formula for work is force X distance.  The distance moved would stay the same, but the force would decrease, therefore decreasing the work.  ",0,1,Jane is doing more work,"Mary is doing less work, because that pulley increases MA, which decreases work.",0,3,Both pulleys will require the same work,"work is forceXdistance.  So on a single fixed pulley the force would stay the same, and so would the distance, making them both have the same force.",0,2,When lifting the box 2 meters,"BEcause work is forceXdistance. And in the first one the distance is less, making the work less.",2,4,A double compound pulley,"We did expirements and every time the double compound pulley had the most MA.  But beside that, a double coumpound pulley, and any coumpound pulley, use the helpful direction of a fixed pulley, and the mechanical advantage of a movable pulley, to make a low MA, more complicated pulley.",1,2,Pulley set-up B,"The distance lifted would remain the same, but the distance pulled would be ever so slightly greater in pulley set up B, therefore increasing the MA.  ",0
